model,model_label,fpr,tpr,threshold,auc
decision_tree,决策树,0.3372093023255814,0.2808988764044944,0.5817307692307693,0.47714339633597536
decision_tree,决策树,0.5852713178294574,0.5767790262172284,0.5288461538461539,0.47714339633597536
decision_tree,决策树,0.6705426356589147,0.6741573033707865,0.4987012987012987,0.47714339633597536
decision_tree,决策树,0.813953488372093,0.797752808988764,0.4318936877076412,0.47714339633597536
decision_tree,决策树,0.9418604651162791,0.9026217228464419,0.391812865497076,0.47714339633597536
decision_tree,决策树,0.9728682170542635,0.9737827715355806,0.34831460674157305,0.47714339633597536
decision_tree,决策树,1.0,1.0,0.2087912087912088,0.47714339633597536
random_forest,随机森林,0.0,0.0,1.668122524282384,0.532764277211625
random_forest,随机森林,0.0,0.003745318352059925,0.6681225242823841,0.532764277211625
random_forest,随机森林,0.0,0.0149812734082397,0.6430794211880746,0.532764277211625
random_forest,随机森林,0.007751937984496124,0.0149812734082397,0.6418532632063468,0.532764277211625
random_forest,随机森林,0.007751937984496124,0.052434456928838954,0.6212484920601881,0.532764277211625
random_forest,随机森林,0.011627906976744186,0.052434456928838954,0.6206792842812632,0.532764277211625
random_forest,随机森林,0.011627906976744186,0.0599250936329588,0.6194688081812636,0.532764277211625
random_forest,随机森林,0.01937984496124031,0.0599250936329588,0.616954154349552,0.532764277211625
random_forest,随机森林,0.01937984496124031,0.08239700374531835,0.6136641012423518,0.532764277211625
random_forest,随机森林,0.03488372093023256,0.08239700374531835,0.6113828840811351,0.532764277211625
random_forest,随机森林,0.03488372093023256,0.08614232209737828,0.6096444769585608,0.532764277211625
random_forest,随机森林,0.03875968992248062,0.08614232209737828,0.6087780110790482,0.532764277211625
random_forest,随机森林,0.03875968992248062,0.0898876404494382,0.6082586618081186,0.532764277211625
random_forest,随机森林,0.05813953488372093,0.0898876404494382,0.6029074188376335,0.532764277211625
random_forest,随机森林,0.05813953488372093,0.09363295880149813,0.6011610156033094,0.532764277211625
random_forest,随机森林,0.06589147286821706,0.09363295880149813,0.5992786077949311,0.532764277211625
random_forest,随机森林,0.06589147286821706,0.09737827715355805,0.5992221874840479,0.532764277211625
random_forest,随机森林,0.06976744186046512,0.09737827715355805,0.5985961055162884,0.532764277211625
random_forest,随机森林,0.06976744186046512,0.11235955056179775,0.5955839947263195,0.532764277211625
random_forest,随机森林,0.07364341085271318,0.11235955056179775,0.595470475720742,0.532764277211625
random_forest,随机森林,0.07364341085271318,0.11610486891385768,0.5950511313222916,0.532764277211625
random_forest,随机森林,0.08139534883720931,0.11610486891385768,0.5930234513312206,0.532764277211625
random_forest,随机森林,0.08139534883720931,0.1198501872659176,0.5915309345286219,0.532764277211625
random_forest,随机森林,0.08527131782945736,0.1198501872659176,0.5904184702727615,0.532764277211625
random_forest,随机森林,0.08527131782945736,0.13108614232209737,0.5874539549026357,0.532764277211625
random_forest,随机森林,0.10465116279069768,0.13108614232209737,0.5845793423708497,0.532764277211625
random_forest,随机森林,0.10465116279069768,0.1348314606741573,0.5843595304069347,0.532764277211625
random_forest,随机森林,0.10852713178294573,0.1348314606741573,0.5835231884927349,0.532764277211625
random_forest,随机森林,0.10852713178294573,0.13857677902621723,0.5831277320246904,0.532764277211625
random_forest,随机森林,0.1124031007751938,0.13857677902621723,0.5828334287997149,0.532764277211625
random_forest,随机森林,0.1124031007751938,0.149812734082397,0.5820649456295187,0.532764277211625
random_forest,随机森林,0.12790697674418605,0.149812734082397,0.579170779413399,0.532764277211625
random_forest,随机森林,0.12790697674418605,0.1647940074906367,0.5764817937813552,0.532764277211625
random_forest,随机森林,0.13953488372093023,0.1647940074906367,0.5762640694332717,0.532764277211625
random_forest,随机森林,0.13953488372093023,0.16853932584269662,0.5758526396465835,0.532764277211625
