model,fpr,tpr
逻辑回归,0.12993279338273306,0.13621138816524003
逻辑回归,0.12993279338273306,0.1365835504279866
逻辑回归,0.13027744270205066,0.1365835504279866
逻辑回归,0.13027744270205066,0.13732787495347973
逻辑回归,0.13062209202136826,0.13732787495347973
逻辑回归,0.13062209202136826,0.13770003721622628
逻辑回归,0.13079441668102706,0.13770003721622628
逻辑回归,0.13079441668102706,0.13807219947897284
逻辑回归,0.13096674134068584,0.13807219947897284
逻辑回归,0.13096674134068584,0.13881652400446595
逻辑回归,0.13113906600034464,0.13881652400446595
逻辑回归,0.13113906600034464,0.13956084852995906
逻辑回归,0.13148371531966224,0.13956084852995906
逻辑回归,0.13148371531966224,0.13993301079270562
逻辑回归,0.13182836463897984,0.13993301079270562
逻辑回归,0.13182836463897984,0.1410494975809453
逻辑回归,0.13200068929863865,0.1410494975809453
逻辑回归,0.13200068929863865,0.14142165984369184
逻辑回归,0.13217301395829742,0.14142165984369184
逻辑回归,0.13217301395829742,0.1417938221064384
逻辑回归,0.133379286575909,0.1417938221064384
逻辑回归,0.133379286575909,0.14216598436918496
逻辑回归,0.1335516112355678,0.14216598436918496
逻辑回归,0.1335516112355678,0.1425381466319315
逻辑回归,0.1337239358952266,0.1425381466319315
逻辑回归,0.1337239358952266,0.14328247115742462
逻辑回归,0.1338962605548854,0.14328247115742462
逻辑回归,0.1338962605548854,0.1436546334201712
逻辑回归,0.13493020851283818,0.1436546334201712
逻辑回归,0.13493020851283818,0.14439895794566432
逻辑回归,0.13596415647079096,0.14439895794566432
逻辑回归,0.13596415647079096,0.14514328247115743
逻辑回归,0.13630880579010857,0.14514328247115743
逻辑回归,0.13630880579010857,0.145515444733904
逻辑回归,0.13648113044976737,0.145515444733904
逻辑回归,0.13648113044976737,0.1462597692593971
逻辑回归,0.13717042908840255,0.1462597692593971
逻辑回归,0.13717042908840255,0.14663193152214365
逻辑回归,0.13906600034464933,0.14663193152214365
逻辑回归,0.13906600034464933,0.1470040937848902
逻辑回归,0.1397552989832845,0.1470040937848902
逻辑回归,0.1397552989832845,0.14849274283587643
逻辑回归,0.1402722729622609,0.14849274283587643
逻辑回归,0.1402722729622609,0.1496092296241161
逻辑回归,0.1407892469412373,0.1496092296241161
逻辑回归,0.1407892469412373,0.14998139188686266
逻辑回归,0.1409615716008961,0.14998139188686266
逻辑回归,0.1409615716008961,0.1507257164123558
逻辑回归,0.1413062209202137,0.1507257164123558
逻辑回归,0.1413062209202137,0.15109787867510235
逻辑回归,0.14199551955884887,0.15109787867510235
逻辑回归,0.14199551955884887,0.15258652772608858
逻辑回归,0.14268481819748405,0.15258652772608858
逻辑回归,0.14268481819748405,0.1533308522515817
逻辑回归,0.14302946751680165,0.1533308522515817
逻辑回归,0.14302946751680165,0.15370301451432825
逻辑回归,0.14320179217646045,0.15370301451432825
逻辑回归,0.14320179217646045,0.1540751767770748
逻辑回归,0.14492503877304844,0.1540751767770748
逻辑回归,0.14492503877304844,0.15556382582806103
逻辑回归,0.145269688092366,0.15556382582806103
逻辑回归,0.145269688092366,0.15593598809080758
逻辑回归,0.14595898673100122,0.15593598809080758
逻辑回归,0.14595898673100122,0.15630815035355414
逻辑回归,0.14613131139066,0.15630815035355414
逻辑回归,0.14613131139066,0.15668031261630072
逻辑回归,0.1463036360503188,0.15668031261630072
逻辑回归,0.1463036360503188,0.15705247487904728
逻辑回归,0.1464759607099776,0.15705247487904728
逻辑回归,0.1464759607099776,0.15742463714179383
逻辑回归,0.146992934688954,0.15742463714179383
逻辑回归,0.146992934688954,0.1577967994045404
逻辑回归,0.14750990866793037,0.1577967994045404
逻辑回归,0.14750990866793037,0.15816896166728694
逻辑回归,0.14785455798724798,0.15816896166728694
逻辑回归,0.14785455798724798,0.1585411239300335
逻辑回归,0.14837153196622438,0.1585411239300335
逻辑回归,0.14837153196622438,0.15891328619278006
